chr	start	end	strand	cytoband	Ensembl gene ID	hugo	copy category	copy change	avg cna	avg cna by gene	breakpoint	manually curated homd	loh	loh_ratio	intepreted expression status	RPKM	SARC percentile	SARC kIQR	FC mean Bodymap	avg TCGA percentile	avg TCGA kIQR	avg TCGA norm percentile	avg TCGA norm kIQR	UCEC norm percentile	UCEC norm kIQR	cancer gene type
X	8992273	9132680	-1	p22.31	ENSG00000177138	FAM9B	Neutral	0	0.02	0.01	0	0	HET	0.51		0.13	97	38.62	-1.01	97	inf	94	inf	88	1.92	
18	580367	581524	1	p11.32	ENSG00000177143	CETN1	Neutral	0	0.01	0	0	0	HET	0.49		0	49		-5.98	47		49		50		
18	13663346	13726662	-1	p11.21	ENSG00000177150	FAM210A	Neutral	0	0.01	0.04	0	0	HET	0.58		2.42	15	-0.66	-1.78	13	-0.59	16	-0.59	21	-0.39	
1	248801588	248802559	-1	q44	ENSG00000177151	OR2T35	Loss	-1	-0.22	-0.25	0	0	HET	0.27		0	50		-1	49		49		48		
11	747329	765024	1	p15.5	ENSG00000177156	TALDO1	Neutral	0	0.02	0.04	0	0	HET	0.46		33.04	12	-0.6	-1.21	3	-0.92	2	-1.3	0	-1.86	
12	132379196	132407695	1	q24.33	ENSG00000177169	ULK1	Neutral	0	0.01	0.05	0	0	HET	0.52		6.18	7	-0.84	1.21	9	-0.74	14	-0.75	0	-1.08	
1	248512077	248513015	1	q44	ENSG00000177174	OR14C36	Loss	-1	-0.22	-0.2	0	0	HET	0.71		0	46		-1	49		49		48		
1	42846466	42880850	1	p34.2	ENSG00000177181	RIMKLA	Neutral	0	0.02	0.01	0	0	HET	0.49		0.41	80	1.23	-1.72	48	-0.04	47	-0.05	100	4.27	
8	61969717	62414204	1	q12.2	ENSG00000177182	CLVS1	Neutral	0	0.02	0.02	0	0	HET	0.51		3.57	15	-0.48	-1.18	12	-0.27	13	-0.36	12	-0.67	
1	248486894	248487899	-1	q44	ENSG00000177186	OR2M7	Loss	-1	-0.22	-0.22	0	0	HET	0.71		0	49		-1	49		50		50		
X	20168029	20285523	-1	p22.12	ENSG00000177189	RPS6KA3	Neutral	0	0.02	0.01	0	0	HET	0.44		8.13	59	0.18	-1.51	50	0	32	-0.36	71	0.45	
19	41931265	41934635	-1	q13.2	ENSG00000177191	B3GNT8	Neutral	0	0.02	0.08	0	0	HET	0.52		3.33	80	0.77	1.86	67	0.38	57	0.08	83	0.66	
12	132413745	132428406	1	q24.33	ENSG00000177192	PUS1	Neutral	0	0.01	0.02	0	0	HET	0.52		3.08	9	-0.67	1.1	5	-0.71	24	-0.4	4	-0.92	
16	53088945	53363062	1	q12.2	ENSG00000177200	CHD9	Loss	-1	-0.21	-0.24	0	0	HET	0.63		3.54	71	0.47	-1.48	50	-0.01	31	-0.36	29	-0.5	putative oncogene
1	248457918	248458880	-1	q44	ENSG00000177201	OR2T12	Loss	-1	-0.22	-0.2	0	0	HET	0.38		0	48		-1	49		49		50		
19	49110000	49110970	1	q13.33	ENSG00000177202	SPACA4	Neutral	0	0.02	0.08	0	0	HET	0.5		0.05	42		-2.2	15	-0.19	14	-0.19	10	-0.42	
1	248436073	248437138	-1	q44	ENSG00000177212	OR2T33	Loss	-1	-0.22	-0.22	0	0	HET	0.73		0	41		-1.01	40		37	0	40		
11	767220	777501	-1	p15.5	ENSG00000177225	PDDC1	Neutral	0	0.02	0.09	0	0	HET	0.46		5.56	8	-0.63	1.01	12	-0.7	17	-0.54	0	-1.89	
10	122357721	122359629	1	q26.12	ENSG00000177234	LINC01561	Neutral	0	0.02	0.02	0	0	HET	0.54		0.05			-1.09	54	0.05					
16	31225342	31236510	1	p11.2	ENSG00000177238	TRIM72	Neutral	0	0.02	0.01	0	0	HET	0.36		0.01	68	0.75	-4.37	55	0.07	63	0.18	62	0.78	
9	139981379	140003635	1	q34.3	ENSG00000177239	MAN1B1	Loss	-1	-0.21	-0.2	0	0	HET	0.74		5.49	2	-1.26	1.13	2	-1.23	11	-1.05	0	-0.81	
8	7286410	7287870	-1	p23.1	ENSG00000177243	DEFB103B	Neutral	0	0.02	0.03	0	0	HET	0.48		0			-1	50						
1	111214310	111217655	-1	p13.3	ENSG00000177272	KCNA3	Loss	-1	-0.22	-0.22	0	0	HET	0.62		0.28	78	0.86	-2.12	57	0.12	49	-0.02	92	1.51	
1	248097071	248098057	1	q44	ENSG00000177275	OR2AJ1	Loss	-1	-0.22	-0.23	0	0	HET	0.33		0			-1.01	46						
10	35927177	35930362	-1	p11.21	ENSG00000177283	FZD8	Neutral	0	0.01	0.04	0	0	HET	0.51		3.65	49	-0.02	1.46	61	0.22	37	-0.24	42	-0.29	
10	35894338	35897863	1	p11.21	ENSG00000177291	GJD4	Neutral	0	0.01	0.06	0	0	HET	0.51		0.12	76	0.67	1.09	91	1.86	95	2.46	75	0.81	
17	6679542	6700420	1	p13.1	ENSG00000177294	FBXO39	Neutral	0	0.02	-0.01	0	0	HET	0.53		0.14	65	0.32	-1.43	80	1.01	93	2.22	62	0.23	
4	184239220	184241927	-1	q35.1	ENSG00000177300	CLDN22	Neutral	0	0.01	0.01	0	0	HET	0.49		0.7	47		-1.87	46		49		48		
1	111136202	111174096	-1	p13.3	ENSG00000177301	KCNA2	Loss	-1	-0.22	-0.2	0	0	HET	0.5		0.02	51	0.03	-1.96	48	-0.02	28	-0.27	50	0	
17	18174742	18218321	-1	p11.2	ENSG00000177302	TOP3A	Neutral	0	0.02	0	0	0	HET	0.48		4.69	29	-0.29	1.39	47	-0.05	82	0.73	88	1.22	
17	73496342	73511664	-1	q25.1	ENSG00000177303	CASKIN2	Neutral	0	0.02	0.07	0	0	HET	0.57		12.39	74	0.59	1.69	82	0.87	64	0.29	46	-0.13	
3	141043055	141168634	1	q23	ENSG00000177311	ZBTB38	Neutral	0	0.01	0.01	0	0	HET	0.54		12.81	84	0.94	1.14	81	0.75	57	0.14	33	-0.33	
X	18181051	18239024	-1	p22.13	ENSG00000177324	BEND2	Neutral	0	0.02	0.01	0	0	HET	0.48		0.01	95	inf	-1.44	95	inf	87	2.49	100	inf	
8	144120626	144141359	1	q24.3	ENSG00000177335	C8orf31	Neutral	0	0.02	0.05	0	0	HET	0.46		0.43	47	-0.03	1.18	61	0.25	80	0.83	46	-0.17	
12	31477250	31478879	1	p11.21	ENSG00000177340		Neutral	0	0.01	0	0	0	HET	0.49		0.42			1.34							
3	49199968	49203754	-1	p21.31	ENSG00000177352	CCDC71	Neutral	0	0.01	0.02	0	0	HET	0.38		12.72	46	-0.07	1.93	56	0.11	56	0.09	0	-0.97	
10	50507187	50535537	1	q11.23	ENSG00000177354	C10orf71	Neutral	0	0.02	0.01	0	0	HET	0.43		0.01	58	0.09	-9.45	86	inf	69	0.6	75	1.2	
11	62453874	62457371	-1	q12.3	ENSG00000177363	LRRN4CL	Neutral	0	0.02	0.05	0	0	HET	0.49		17.43	77	0.92	3.17	97	11.88	95	3.94	38	-0.28	
17	900357	905407	1	p13.3	ENSG00000177370	TIMM22	Neutral	0	0.02	0.04	0	0	HET	0.47		13.24	27	-0.43	1.23	51	0.01	61	0.2	25	-0.72	
17	1957448	1962980	1	p13.3	ENSG00000177374	HIC1	Neutral	0	0.02	0.08	0	0	HET	0.54		8.83	61	0.28	2.72	96	3.83	95	2.8	25	-0.4	putative tumour suppressor
19	49622663	49654278	1	q13.33	ENSG00000177380	PPFIA3	Neutral	0	0.02	0.01	0	0	HET	0.52		1.61	67	0.34	1.06	38	-0.2	72	0.52	67	0.34	
3	184428156	184429836	-1	q27.1	ENSG00000177383	MAGEF1	Neutral	0	0.01	0	0	0	HET	0.43		20.01	28	-0.46	-1.21	24	-0.43	41	-0.17	0	-1.59	
21	43483068	43563105	1	q22.3	ENSG00000177398	UMODL1	Neutral	0	0.01	0.04	0	0	HET	0.51		0.01	57	0.14	-1.04	43	-0.07	34	-0.17	38	-0.19	
7	92759368	92777682	-1	q21.2	ENSG00000177409	SAMD9L	Neutral	0	0.01	0.04	0	0	HET	0.48		7.42	78	0.72	1.54	75	0.65	83	0.92	100	3.55	
1	64669310	64733051	1	p31.3	ENSG00000177414	UBE2U	Neutral	0	0.02	0.04	0	0	HET	0.55		0.02	88	inf	-1.67	88	inf	85	inf	71	0.98	
12	79968759	80084877	-1	q21.2	ENSG00000177425	PAWR	Neutral	0	0.01	0.01	0	0	HET	0.46		3.44	61	0.19	-1.6	26	-0.45	12	-0.68	4	-1.11	putative tumour suppressor
18	3411606	3459976	1	p11.31	ENSG00000177426	TGIF1	Neutral	0	0.01	-0.02	0	0	HET	0.5		6.23	10	-0.72	1.45	13	-0.76	13	-0.71	0	-1.33	
17	18163848	18169866	1	p11.2	ENSG00000177427	MIEF2	Neutral	0	0.02	0.06	0	0	HET	0.48		4.94	36	-0.28	1.92	45	-0.08	28	-0.37	8	-0.53	
4	89617066	89619386	-1	q22.1	ENSG00000177432	NAP1L5	Neutral	0	0.01	0.02	0	0	HET	0.61		3.87	37	-0.28	-2.22	63	0.26	35	-0.26	0	-1.69	
5	43192173	43280952	1	p12	ENSG00000177453	NIM1K	Neutral	0	0.01	0	0	0	HET	0.51		0.14	10	-0.37	-1.45	44	-0.07	26	-0.31	29	-0.35	
16	28943260	28950667	1	p11.2	ENSG00000177455	CD19	Neutral	0	0.02	0.01	0	0	HET	0.55		0.08	53	0.03	-3.74	39	-0.08	44	-0.05	38	-0.15	
8	99076539	99105838	1	q22.2	ENSG00000177459	ERICH5	Neutral	0	0.02	0.08	0	0	HET	0.51		0.27	86	1.83	-1.83	42	-0.08	17	-0.37	4	-0.71	
1	248084320	248085258	1	q44	ENSG00000177462	OR2T8	Loss	-1	-0.22	-0.21	0	0	HET	0.33		0	31	0	-1.03	30	0	25	-0.24	17	-0.34	
3	14989091	15095107	1	p25.1	ENSG00000177463	NR2C2	Neutral	0	0.01	0.04	0	0	HET	0.5		2.98	11	-0.66	-1.06	8	-0.86	10	-1.08	0	-1.99	
19	46093022	46105466	-1	q13.32	ENSG00000177464	GPR4	Neutral	0	0.02	0.01	0	0	HET	0.45		12.81	94	2.58	1.25	95	4.31	99	2.82	96	4.9	
14	74058410	74063200	1	q24.3	ENSG00000177465	ACOT4	Neutral	0	0.02	0.04	0	0	HET	0.55		0.91	32	-0.24	-1.32	22	-0.37	11	-0.59	38	-0.31	
6	137813336	137815531	-1	q23.3	ENSG00000177468	OLIG3	Neutral	0	0.01	0.01	0	0	HET	0.5		0	42		-1	39		43		38	0	
17	40554470	40575535	-1	q21.2	ENSG00000177469	PTRF	Neutral	0	0.02	-0.01	0	0	HET	0.51		141.96	15	-0.63	-1.02	86	1.06	59	0.25	17	-0.45	
1	247768856	247769838	1	q44	ENSG00000177476	OR2G3	Loss	-1	-0.22	-0.21	0	0	HET	0.71		0	49		-1	48		49		50		
3	48956254	49023815	1	p21.31	ENSG00000177479	ARIH2	Neutral	0	0.01	-0.01	0	0	HET	0.38		8.82	12	-0.83	-1.31	16	-0.66	14	-0.94	0	-4.11	
2	238707032	238751451	1	q37.3	ENSG00000177483	RBM44	Neutral	0	0.01	0.03	0	0	HET	0.45		0.09	63	0.32	-1.6	73	0.56	77	0.68	67	0.25	
X	119384607	119392253	1	q24	ENSG00000177485	ZBTB33	Gain	1	0.25	0.25	0	0	HET	0.58		4.78	65	0.33	-1.6	19	-0.53	36	-0.19	38	-0.18	
1	247751662	247752615	1	q44	ENSG00000177489	OR2G2	Loss	-1	-0.22	-0.23	0	0	HET	0.31		0	48		-1	48		49		50		
3	111311747	111314290	-1	q13.2	ENSG00000177494	ZBED2	Neutral	0	0.01	0.02	0	0	HET	0.51		0.17	69	0.43	-3.5	38	-0.11	44	-0.02	46	-0.04	
X	8137989	8139308	-1	p22.31	ENSG00000177504	VCX2	Neutral	0	0.02	0.01	0	0	HET	0.55		0	46		-1.5	46		48		48		
16	54317216	54320675	-1	q12.2	ENSG00000177508	IRX3	Loss	-1	-0.21	-0.23	0	0	HET	0.36		0.47	8	-0.61	-2.9	17	-0.34	18	-0.38	8	-0.29	
18	55018044	55038962	1	q21.31	ENSG00000177511	ST8SIA3	Neutral	0	0.01	0.02	0	0	HET	0.5		0	38		-1.99	31	0	28	0	48		
2	154333852	154335322	-1	q23.3	ENSG00000177519	RPRM	Neutral	0	0.01	0.02	0	0	HET	0.49		15.57	87	2.57	6.85	95	12.28	98	8	58	0.16	
1	247614255	247615308	-1	q44	ENSG00000177535	OR2B11	Loss	-1	-0.22	-0.24	0	0	HET	0.41		0.02	39		-1	38		34	0	38	0	
11	790475	798316	-1	p15.5	ENSG00000177542	SLC25A22	Neutral	0	0.02	0.06	0	0	HET	0.46		3.94	16	-0.55	1.54	8	-0.75	31	-0.28	25	-0.42	
16	28915742	28947847	-1	p11.2	ENSG00000177548	RABEP2	Neutral	0	0.02	0.01	0	0	HET	0.55		3.4	1	-1.07	1.28	6	-0.73	15	-0.71	0	-0.69	
1	116378998	116386538	-1	p13.1	ENSG00000177551	NHLH2	Loss	-1	-0.22	-0.23	0	0	HET	0.66		0.02	30	-0.24	-1.08	43	-0.05	45	-0.06	75	2.85	
5	151121877	151152093	-1	q33.1	ENSG00000177556	ATOX1	Neutral	0	0.01	0.03	0	0	HET	0.59		8.1	9	-0.61	1.85	11	-0.64	14	-0.49	4	-0.65	
19	35715703	35719632	-1	q13.12	ENSG00000177558	FAM187B	Neutral	0	0.02	0.04	0	0	HET	0.52		0.01	59	0.57	-1.64	62	0.61	51	0.42	21	-0.86	
3	176737143	176915261	-1	q26.32	ENSG00000177565	TBL1XR1	Neutral	0	0.01	0	0	0	HET	0.53		9.42	10	-0.92	-1.89	6	-0.88	13	-0.84	4	-3.43	putative tumour suppressor
8	119201698	119634234	-1	q24.12	ENSG00000177570	SAMD12	Neutral	0	0.02	0.02	0	0	HET	0.51		0.14	56	0.1	-2.43	15	-0.45	1	-1.05	0	-1	
12	7623409	7656489	-1	p13.31	ENSG00000177575	CD163	Neutral	0	0.01	-0.05	0	0	HET	0.47		31.51	62	0.23	1.03	91	2.17	86	1.65	100	13.89	
18	47008028	47013622	-1	q21.1	ENSG00000177576	C18orf32	Neutral	0	0.01	0.01	0	0	HET	0.54		39.45	91	1.11	-1.39	66	0.34	72	0.5	92	1.61	
11	799180	809753	-1	p15.5	ENSG00000177595	PIDD1	Neutral	0	0.02	0.03	0	0	HET	0.46		4.86	69	0.41	2.81	70	0.44	98	2.42	79	1.14	
13	74987094	74993252	-1	q22.1	ENSG00000177596		Neutral	0	0.01	0.02	0	0	HET	0.39		0			-1.01							
19	11908482	11920437	1	p13.2	ENSG00000177599	ZNF491	Neutral	0	0.01	0	0	0	HET	0.38		0.98	65	0.28	1.17	77	0.7	86	0.92	50	0.02	
11	809647	812880	1	p15.5	ENSG00000177600	RPLP2	Neutral	0	0.02	0.02	0	0	HET	0.46		289.64	0	-0.94	1.02	3	-0.88	3	-0.91	0	-1.83	
17	3627211	3630067	1	p13.2	ENSG00000177602	GSG2	Neutral	0	0.02	0.07	0	0	HET	0.5		0.35	13	-0.53	-1.21	27	-0.34	67	0.41	83	1.6	
1	59246465	59249785	-1	p32.1	ENSG00000177606	JUN	Neutral	0	0.02	0.03	0	0	HET	0.55		40.72	8	-0.73	-1.56	32	-0.28	8	-0.6	0	-0.98	oncogene
10	53455247	53459355	-1	q21.1	ENSG00000177613	CSTF2T	Neutral	0	0.02	0.04	0	0	HET	0.5		12	75	0.55	1.02	72	0.46	68	0.35	25	-0.46	
1	230457392	230561475	-1	q42.13	ENSG00000177614	PGBD5	Loss	-1	-0.22	-0.2	0	0	HET	0.53		0.56	42	-0.13	-1.96	23	-0.22	13	-0.6	25	-0.27	
12	48876286	48890295	1	q13.11	ENSG00000177627	C12orf54	Neutral	0	0.01	0.01	0	0	HET	0.59		0.28	75	0.88	-1.3	85	2.64	89	2.62	100	5.4	
1	155204239	155214653	-1	q22	ENSG00000177628	GBA	Neutral	0	0.02	0.05	0	0	HET	0.61		12.62	3	-0.96	1.97	10	-0.73	17	-0.7	25	-0.71	
3	128598439	128634910	1	q21.3	ENSG00000177646	ACAD9	Neutral	0	0.01	0.01	0	0	HET	0.45		10.46	56	0.13	1.39	42	-0.15	58	0.18	46	-0.06	
22	17565844	17596583	1	q11.1	ENSG00000177663	IL17RA	Neutral	0	0.03	0.02	0	0	HET	0.49		5.23	67	0.33	-1.23	62	0.23	61	0.24	100	1.28	
11	818902	825573	1	p15.5	ENSG00000177666	PNPLA2	Neutral	0	0.02	0.02	0	0	HET	0.49		59.88	96	1.7	1.62	82	0.86	75	0.57	96	1.17	
8	29989340	30002202	-1	p12	ENSG00000177669	MBOAT4	Neutral	0	0.02	0.07	0	0	HET	0.59		0.17	39	-0.18	-1	23	-0.39	22	-0.43	33	-0.42	
2	232457575	232458994	1	q37.1	ENSG00000177673	C2orf57	Neutral	0	0.01	0.05	0	0	HET	0.52		0.04	38		-2.62	39		40		31	0	
1	11796141	11814859	1	p36.22	ENSG00000177674	AGTRAP	Loss	-1	-0.21	-0.17	0	0	HET	0.7		10.66	5	-0.63	1.25	8	-0.81	13	-0.77	0	-0.78	
12	7499281	7632493	-1	p13.31	ENSG00000177675	CD163L1	Neutral	0	0.01	-0.02	0	0	HET	0.51		4.53	76	0.67	2.23	97	3.8	93	2.83	100	13.12	
7	75831216	75916605	1	q11.23	ENSG00000177679	SRRM3	Neutral	0	0.01	0.03	0	0	HET	0.48		0.66	63	0.27	-1.05	51	0.02	79	0.86	8	-1.32	
7	108194987	108210194	-1	q31.1	ENSG00000177683	THAP5	Neutral	0	0.01	0.04	0	0	HET	0.5		3.42	10	-0.74	-2.31	8	-0.81	6	-0.84	0	-0.99	
6	49927962	49931818	-1	p12.3	ENSG00000177684	DEFB114	Neutral	0	0.01	0	0	0	HET	0.48		0	50		-1.28	50		50		50		
11	826144	831991	1	p15.5	ENSG00000177685	CRACR2B	Neutral	0	0.02	0.08	0	0	HET	0.49		1.07	50	0	-1.14	24	-0.25	17	-0.4	0	-0.75	
6	149721495	149722177	1	q25.1	ENSG00000177688	SUMO4	Neutral	0	0.01	-0.02	0	0	HET	0.49		0.19	89	1.47	-1.08	81	0.99	93	1.73	100	3.72	
X	27826107	27841131	1	p21.3	ENSG00000177689	MAGEB10	Neutral	0	0.02	0.02	0	0	HET	0.56		0	47		-1.09	46		49		48		
21	34860497	34864027	-1	q22.11	ENSG00000177692	DNAJC28	Neutral	0	0.01	0.04	0	0	HET	0.51		0.95	97	2.12	-1.4	73	0.53	60	0.21	100	2.03	
15	102462245	102463298	-1	q26.3	ENSG00000177693	OR4F4	Gain	1	0.23	0.21	0	0	HET	0.63		0	47		-1	48		50		50		
3	174156363	175523428	1	q26.31	ENSG00000177694	NAALADL2	Neutral	0	0.01	0	0	0	HET	0.49		0.59	78	0.62	-1.03	50	0	28	-0.31	4	-0.65	
11	832843	839831	1	p15.5	ENSG00000177697	CD151	Neutral	0	0.02	0.09	0	0	HET	0.49		71.88	11	-0.59	1.84	16	-0.65	13	-0.91	0	-2.19	
11	837356	842545	-1	p15.5	ENSG00000177700	POLR2L	Neutral	0	0.02	0.08	0	0	HET	0.49		106.65	51	0.02	2.42	45	-0.1	52	0.03	75	0.66	
7	192969	300711	1	p22.3	ENSG00000177706	FAM20C	Neutral	0	0.01	0.07	0	0	HET	0.54		11.82	9	-0.6	1.51	40	-0.17	42	-0.15	42	-0.08	
3	110788918	110994410	1	q13.13	ENSG00000177707	PVRL3	Neutral	0	0.01	0.01	0	0	HET	0.51		1.49	34	-0.26	-2.15	40	-0.18	11	-0.75	17	-0.67	
8	11188397	11189717	1	p23.1	ENSG00000177710	SLC35G5	Neutral	0	0.02	0.05	0	0	HET	0.53		0.15	92	1.87	1.07	88	1.61	98	2.81	92	1.57	
5	43039335	43043272	-1	p12	ENSG00000177721	ANXA2R	Neutral	0	0.01	-0.03	0	0	HET	0.55		1.28	31	-0.33	-1.03	61	0.21	79	0.74	29	-0.47	
17	73437240	73496171	1	q25.1	ENSG00000177728	KIAA0195	Neutral	0	0.02	0	0	0	HET	0.57		9.67	37	-0.22	1.62	22	-0.46	23	-0.58	17	-0.95	
17	18148150	18162230	-1	p11.2	ENSG00000177731	FLII	Neutral	0	0.02	0.02	0	0	HET	0.57		18.48	2	-0.93	-1.55	10	-0.8	11	-1.04	0	-3.13	
20	306207	310865	1	p13	ENSG00000177732	SOX12	Neutral	0	0.02	0.03	0	0	HET	0.54		8.12	49	-0.03	2.23	49	-0.02	94	1.5	33	-0.2	
5	137087075	137090039	-1	q31.2	ENSG00000177733	HNRNPA0	Neutral	0	0.01	0.02	0	0	HET	0.54		61.96	46	-0.06	1.33	57	0.14	78	0.56	4	-1.28	
4	44624086	44680573	-1	p12	ENSG00000177752	YIPF7	Neutral	0	0.01	0.05	0	0	HET	0.47		0.05	35	-0.25	-1.64	64	0.54	68	0.71	29	-0.25	
20	277737	280965	1	p13	ENSG00000177764	ZCCHC3	Neutral	0	0.02	0.02	0	0	HET	0.51		11.61			1.45							
10	75391412	75401515	-1	q22.2	ENSG00000177791	MYOZ1	Neutral	0	0.02	-0.01	0	0	HET	0.4		4.58	95	12.97	-9.07	96	4.98	89	1.33	100	9.83	
1	229385383	229387557	1	q42.13	ENSG00000177800	TMEM78	Loss	-1	-0.22	-0.22	0	0	HET	0.59		0.01			-1	34	0					
1	160007257	160040038	-1	q23.2	ENSG00000177807	KCNJ10	Gain	1	0.23	0.24	0	0	HET	0.65		0.96	92	6.2	-3.09	81	1.78	80	1.87	100	13.48	
11	867357	915058	-1	p15.5	ENSG00000177830	CHID1	Neutral	0	0.02	0.03	0	0	HET	0.49		6.88	1	-1	1.24	4	-1.01	2	-1.02	0	-1.06	
3	40547483	40560227	1	p22.1	ENSG00000177842	ZNF620	Neutral	0	0.01	0.01	0	0	HET	0.43		0.75	63	0.2	-1.26	30	-0.36	22	-0.56	8	-1.37	
X	153237778	153248646	1	q28	ENSG00000177854	TMEM187	Gain	1	0.25	0.27	0	0	HET	0.57		4.03	10	-0.58	1.51	19	-0.53	18	-0.67	12	-0.49	
1	43272723	43282954	-1	p34.2	ENSG00000177868	CCDC23	Neutral	0	0.02	0.08	0	0	HET	0.52		10.97	5	-0.96	1.11	21	-0.49	25	-0.45	0	-1.98	
3	40518604	40531727	1	p22.1	ENSG00000177873	ZNF619	Neutral	0	0.01	0.01	0	0	HET	0.43		1.93	95	1.66	1.24	83	0.91	83	0.82	96	1.79	
12	48577366	48579709	1	q13.11	ENSG00000177875	CCDC184	Neutral	0	0.01	0.03	0	0	HET	0.38		2.35	86	1.59	1.04	87	2.29	94	3.07	17	-0.36	
5	115177178	115249778	1	q22.3	ENSG00000177879	AP3S1	Neutral	0	0.01	0.01	0	0	HET	0.51		19.97	2	-1.16	1.02	10	-0.78	17	-0.61	0	-2.45	
1	31732417	31769662	-1	p35.2	ENSG00000060688	SNRNP40	Homozygous Loss	-1	-0.21	-0.23	0	1	HET	0.57	down	4.61	0	-1.31	-1.49	1	-1.11	6	-1.84	0	-2.56	
1	197127572	197169672	-1	q31.3	ENSG00000177888	ZBTB41	Gain	1	0.22	0.25	0	0	HET	0.41		2.45	37	-0.23	-1.19	30	-0.34	41	-0.14	33	-0.22	
15	101821715	101835487	-1	q26.3	ENSG00000131876	SNRPA1	Gain	1	0.23	0.29	0	0	HET	0.55	down	3.28	0	-1.09	-1.47	1	-1.02	1	-1.82	0	-1.74	
2	153574407	153617688	1	q23.3	ENSG00000177917	ARL6IP6	Neutral	0	0.01	0.06	0	0	HET	0.53		4.02	42	-0.13	-1.19	29	-0.33	53	0.07	29	-0.56	
5	178487416	178510538	1	q35.3	ENSG00000177932	ZNF354C	Neutral	0	0.01	0	0	0	HET	0.53		2.8	91	1.69	1.1	94	2.1	93	1.53	96	2.14	
12	18891045	18892121	1	p12.3	ENSG00000177938	CAPZA3	Neutral	0	0.01	0.01	0	0	HET	0.5		0.02	87	inf	-5.69	79	1.38	49	-0.01	58	0.43	
9	139745395	139755249	1	q34.3	ENSG00000177943	MAMDC4	Loss	-1	-0.21	-0.2	0	0	HET	0.74		2.32	83	1.03	1.66	75	0.64	86	1.36	92	1.77	
16	90036206	90038942	-1	q24.3	ENSG00000177946	CENPBD1	Loss	-1	-0.21	-0.19	0	0	HET	0.63		2.9	28	-0.38	-1.1	13	-0.67	18	-0.7	4	-0.96	
11	196738	200261	1	p15.5	ENSG00000177947	ODF3	Neutral	0	0.02	0.03	0	0	HET	0.44		0.03	35	0	-1.07	33	0	36	0	33	0	
11	167784	207428	-1	p15.5	ENSG00000177951	BET1L	Neutral	0	0.02	0.01	0	0	HET	0.44		25.65	39	-0.16	1.95	41	-0.19	35	-0.27	21	-0.89	
1	153963235	153964626	1	q21.3	ENSG00000177954	RPS27	Neutral	0	0.02	0.04	0	0	HET	0.48		13.8	40	-0.13	-1.24	24	-0.44	25	-0.59	12	-1.15	
11	207511	215113	1	p15.5	ENSG00000177963	RIC8A	Neutral	0	0.02	0.04	0	0	HET	0.44		15.75	2	-1.36	1.68	5	-1.23	11	-1.62	0	-3.91	
15	75931426	75941047	-1	q24.2	ENSG00000177971	IMP3	Loss	-1	-0.22	-0.2	0	0	HET	0.58		14.73	12	-0.7	-1.01	2	-1.13	2	-1.22	4	-1.55	
12	48541571	48574996	-1	q13.11	ENSG00000177981	ASB8	Neutral	0	0.01	0.03	0	0	HET	0.48		10.68	44	-0.11	-1.21	37	-0.21	22	-0.63	8	-0.71	
9	139654086	139660707	-1	q34.3	ENSG00000177984	LCN15	Loss	-1	-0.21	-0.17	0	0	HET	0.58		0	43		-1.04	38		37	0	46		
22	50968139	50971009	-1	q13.33	ENSG00000177989	ODF3B	Neutral	0	0.03	0.06	0	0	HET	0.53		8.56	70	0.42	2.21	58	0.15	67	0.36	58	0.27	
12	63952693	64062719	-1	q14.2	ENSG00000177990	DPY19L2	Neutral	0	0.01	-0.01	0	0	HET	0.53		1.51	81	0.99	-1.32	76	0.84	66	0.34	21	-0.55	
9	90497741	90503814	1	q22.1	ENSG00000177992	SPATA31E1	Neutral	0	0.02	0.08	0	0	HET	0.49		0.01	74	0.86	-1.13	87	2.97	90	3.26	88	1.87	
2	54557171	54610879	1	p16.2	ENSG00000177994	C2orf73	Loss	-1	-0.22	-0.23	0	0	HET	0.64		0.03	60	0.21	-1.56	50	0	30	-0.28	4	-0.57	
5	94955782	94957846	1	q15	ENSG00000178015	GPR150	Neutral	0	0.01	0.06	0	0	HET	0.54		0.12	79	0.89	-1.11	84	1.31	95	2.99	100	6.7	
2	54480315	54483409	-1	p16.2	ENSG00000178021	TSPYL6	Loss	-1	-0.22	-0.26	0	0	HET	0.69		0.03	28	0	-2.42	25	-0.11	24	-0.45	29	0	
22	24981588	24989175	-1	q11.23	ENSG00000178026	LRRC75B	Neutral	0	0.03	0.06	0	0	HET	0.51		1.8	13	-0.61	1.04	17	-0.42	10	-0.46	4	-1.24	
1	44679127	44686353	1	p34.1	ENSG00000178028	DMAP1	Neutral	0	0.02	0.03	0	0	HET	0.47		5.75	4	-0.88	1.11	7	-0.78	9	-0.91	0	-1.26	
9	18473892	18910948	1	p22.2	ENSG00000178031	ADAMTSL1	Neutral	0	0.01	0.01	0	0	HET	0.48		7.68	90	1.79	5.75	98	15.39	99	5.04	79	0.52	
6	116832809	116845955	1	q22.1	ENSG00000178033	FAM26E	Neutral	0	0.01	0.06	0	0	HET	0.47		2.95	37	-0.26	1.77	89	1.69	76	0.68	79	1.09	
3	49061758	49066841	-1	p21.31	ENSG00000178035	IMPDH2	Neutral	0	0.01	0.01	0	0	HET	0.38		58	52	0.04	1.39	49	-0.02	69	0.44	8	-0.77	
